concept,meaning,category,fullName
소프트웨어 비용 산정,"소프트웨어 개발 규모를 소요되는 인원, 자원, 기간 등으로 확인하여 실행 가능한 계획을 수립하기 위해 필요한 비용을 산정하는 것, 하향식, 상향식 기법으로 나뉜다.",소프트웨어 비용 산정,
소프트웨어 비용 결정 요소,"프로젝트 요소, 자원 요소, 생산성 요소가 있다",소프트웨어 비용 산정,
제품 복잡도,소프트웨어의 종류에 따라 발생할 수 있는 문제점들의 난이도를 의미하는 프로젝트 비용 결정 요소,소프트웨어 비용 산정,
시스템의 크기,소프트웨어의 규모에 따라 개발해야할 시스템의 크기를 의미하는 프로젝트 비용 결정 요소,소프트웨어 비용 산정,
요구되는 신뢰도,일정 기간 내 주어진 조건하에 프로그램이 필요한 기능을 수행하는 정도를 의미하는 프로젝트 비용 결정 요소,소프트웨어 비용 산정,
인적 자원,소프트웨어 개발 관련자들이 갖춘 능력 혹은 자질을 의미하는 자원 비용 결정 요소,소프트웨어 비용 산정,
하드웨어 자원,"소프트웨어 개발 시 필요한 장비와 워드프로세서, 프린터 등의 보조 장비를 의미하는 자원 비용 결정 요소",소프트웨어 비용 산정,
소프트웨어 자원,"소프트웨어 개발 시 필요한 언어 분석기, 문서화 도구 등의 개발 자원 도구의 자원 비용 결정 요소",소프트웨어 비용 산정,
개발자 능력,"개발자들이 갖춘 전문지식, 경험, 이해도, 책임감, 창의력 등을 의미하는 생산성 비용 결정 요소",소프트웨어 비용 산정,
개발 기간,소프트웨어를 개발하는 기간을 나타내는 생산성 비용 결정 요소,소프트웨어 비용 산정,
하향식 비용 산정 기법,"과거의 유사한 경험을 바탕으로 전문 지식이 많은 개발자들이 참여한 회의를 통해 비용을 산정하는 비과학적인 방법, 프로젝트 전체 비용을 산정한 후 각 작업별로 비용을 세분화한다.",소프트웨어 비용 산정,
전문가 감정 기법,"조직 내에 있는 경험이 많은 두 명 이상의 전문가에게 비용 산정을 의뢰하는 기법, 편리하고 신속하게 비용 산정이 가능하나 개인적이고 주관적일 수 있음",소프트웨어 비용 산정,
델파이 기법,"전문가 감정 기법의 주관적인 편견을 보완하기 위해 많은 전문가의 의견을 종합하여 산정하는 기법으로, 한 명의 조정자와 여러 전문가로 구성되어 산정 비용을 비교, 의논하여 의견이 일치될 때까지 종합하는 것",소프트웨어 비용 산정,
상향식 비용 산정 기법,"프로젝트의 세부적인 작업 단위별로 비용을 산정한 후 집계하여 전체 비용을 산정하는 방법, LOC 기법, 개발 단계별 인월수 기법, 수학적 산정 기법 등이 있다.",소프트웨어 비용 산정,
LOC 기법,"원시 코드 라인 수 기법이라고도 하며, 비관치, 낙관치, 기대치를 측정하여 예측치를 구하고 이를 이용하여 비용을 산정하는 기법이다. 측정이 용이하고 이해하기 쉬운 장점을 갖는다.  원시코드 = (비관 + 4*낙관 + 기대) /6",소프트웨어 비용 산정,source Line Of Code
개발 단계별 인월수 기법,"LOC 기법을 보완하기 위한 기법으로, 각 기능을 구현시키는데 필요한 노력을 생명 주기의 각 단계별로 산정하여 정확도를 높였다.",소프트웨어 비용 산정,Effort Per Task
수학적 산정 기법,"상향식 비용 산정 기법으로, 경험적 추정 모형, 실험적 추적 모형이라고도 하며, 개발 비용 산정의 자동화를 목표로 한다. 비용을 자동으로 산정하기 위해 사용되는 공식은 과거 유사한 프로젝트를 기반으로하여 경험적으로 유도된 것이고, COCOMO 모형, Putnam 모형, 기능 점수 모형 등이 있다.",소프트웨어 비용 산정,
COCOMO 모형,"보헴이 제안한 것으로, LOC에 의한 비용 산정 기법이다. 개발할 소프트웨어의 LOC를 예측한 후, 이를 소프트웨어 종류에 따라 다르게 책정되는 비용 산정 방정식에 대입하여 비용을 산정한다. 작은 규모의 프로젝트에 적합하고, Man-Month와 프로그램 타입이 변수이다.",소프트웨어 비용 산정,COnstructive COst MOdel
조직형,"기관 내부에서 개발된 중소 규모의 소프트웨어로 일괄 자료 처리나 과학 기술 계산용, 비즈니스 자료 처리용으로 5만 라인 이하의 COCOMO 개발 유형, MM = 2.4 * (KDSI)^1.05, TDEV = 2.5 * MM^0.38",소프트웨어 비용 산정,Organinc Mode
KDSI,"전체 라인 수를 1,000라인 단위로 묶은 것으로 KLOC와 같은 의미",소프트웨어 비용 산정,
반분리형,"조직형과 내장형의 중간형으로 트랜잭션 처리 시스템이나 운영체제, 데이터베이스 관리 시스템 등의 30만 라인 이하의 소프트웨어의 COCOMO 개발 유형, MM = 3.0 * KDSI^1.12,  TDEV = 2.5 * MM^0.35",소프트웨어 비용 산정,Semi-Detached Mode
내장형,"초대형 규모의 트랜잭션 처리 시스템이나 운영체제 등의 30만 라인 이상의 소프트웨어의 COCOMO 개발 유형, MM = 3.6 * KDSI^1.20,  TDEV = 2.5 * MM^0.32",소프트웨어 비용 산정,Embedded Mode
Putnam 모형,"소프트웨어 생명 주기의 전 과정 동안에 사용될 노력의 분포를 가정해주는 모형으로, Rayleigh-Norden 곡선의 노력 분포도를 기초로 함, MM = ( LOC ^ 3 ) / ( 환경상수 ^ 3 * 개발기간 ^ 4), 빈약 환경=2000, 좋은 환경 = 8000, 최적 환경 12000",소프트웨어 비용 산정,
Rayleigh-Norden 곡선,노든이 소프트웨어 개발에 관한 경험적 자료를 수집하여 이를 근거로 그린 곡선이다.,소프트웨어 비용 산정,
FP 모형,"알브레히트가 제안함, 소프트웨어의 기능을 증대시키는 요인별로 가중치를 부여하고 요인별 가중치를 합산하여 총 기능 점수를 산출하며, 총 기능 점수와 영향도를 이용하여 기능 점수를 구한 후 이를 이용해서 비용을 산정하는 기법, FP = (총 기능 점수 ) * (0.65 + (0.1 * 총 영향도))",소프트웨어 비용 산정,Function Point
프로젝트 일정,"프로젝트의 프로세스를 이루는 소작업을 파악하고 예측된 노력을 각 소작업에 분배하며, 소작업의 순서와 일정을 정하는 것, 개발 지연을 방지하고 프로젝트 진행을 관리하는 기초 자료가 된다. WBS, PERT/CPM, 간트 차트 등이 있다",프로젝트 일정 계획,
PERT,"프로젝트에 필요한 전체 작업의 상호 관계를 표시하는 네트워크로 각 작업별로 낙관적인 경우, 가능성이 있는 경우, 비관적인 경우로 나누어 각 단계별 종료 시기를 결정하는 방법, 노드와 간선으로 구성된다. 작업 예측치 = (비관치 + 4*기대치 + 낙관치) /6, 평방 편차 = ((비관치 - 낙관치)/6)^2",프로젝트 일정 계획,Program Evaluation and Review Technique
PERT/CPM,"___ 네트워크는 프로젝트 지연을 방지하고 계획대로 진행되게 하기 위한 일정을 계획하는 것으로, 대단위 계획의 조직적인 추진을 위해 자원의 제약하에 비용을 적게 사용하면서 최단시간 내 계획 완성을 위한 프로젝틑 일정 방법",프로젝트 일정 계획,
낙관치,모든 상황이 좋아서 최대로 빨리 진행될 때 걸리는 시간,프로젝트 일정 계획,
기대치,모든 상황이 정상적으로 진행될 때 걸리는 시간,프로젝트 일정 계획,
비관치,모든 상황에 많은 장애가 생겨서 가장 늦게 진행될 때 걸리는 시간,프로젝트 일정 계획,
결정 경로,각 노드별로 탐색하여 최소 비용이 발생하는 경로,프로젝트 일정 계획,
작업에 대한 경계 시간,"PERT/CPM에선 각 노드간 낙관치, 기대치, 비관치 시간을 표시하여 각 작업간의 경계시간을 알 수 있다",프로젝트 일정 계획,
상호 관련성,PERT/CPM에서는 노드와 간선으로 표시하기 때문에 작업의 진행 과정을 알 수 있다.,프로젝트 일정 계획,
WBS,개발 프로젝트를 여러 개의 작은 관리 단위(소작업)으로 분할하여 계층적으로 기술한 업무 구조,프로젝트 일정 계획,Work Breakdown Structure
CPM,"프로젝트 완성에 필요한 작업을 나열하고, 작업에 필요한 소요 기간을 예측하는데 사용하는 기법이다. 노드와 간선으로 구성된 네트워크로 노드는 작업을, 간선은 작업 사이의 전후 의존 관계를 나타낸다. 박스 노드는 이정표를 의미하며 예상 완료 시간을 표시한다. 병행 작업이 가능하도록 설계할 수 있고, 이를 위한 자원할당도 가능함",프로젝트 일정 계획,Critical Path Method
임계 경로,CPM 에서 가장 오래 걸리는 경로의 시간을 계산한 것,프로젝트 일정 계획,
간트 차트,"프로젝트의 각 작업들이 언제 시작하고 언제 종료되는지에 대한 작업 일정을 막대 도표로 이용하여 표시하는 프로젝트 일정표로, 시간선(TIme-Line) 차트라고도 함, CPM 네트워크 데이터를 바탕으로 해당 차트를 작성할 수 있으며, 이정표, 작업 일정, 작업 기간, 산출물로 구성되어있음",프로젝트 일정 계획,Gantt Chart
소프트웨어 개발 방법론 결정,"프로젝트 관리와 재사용 현황을 소프트웨어 개발 방법론에 반영하고, 확정된 소프트웨어 생명 주기와 개발 방법론에 맞춰 소프트웨어 개발 단계, 활동, 작업, 절차 등을 정의한 것",소프트웨어 개발 방법론 결정,
프로젝트 관리,주어진 기간 내에 최소의 비용으로 사용자를 만족시키는 시스템을 개발하기 위한 전반적인 활동,소프트웨어 개발 방법론 결정,
일정 관리,"작업 순서, 작업 기간 산정, 일정 개발, 일정 통제를 의미하는 프로젝트 관리 유형",소프트웨어 개발 방법론 결정,
비용 관리,"비용 산정, 비용 예산 편성, 비용 통제를 의미하는 프로젝트 관리 유형",소프트웨어 개발 방법론 결정,
인력 관리,"프로젝트 팀 편성, 자원 산정, 프로젝트 조직 정의, 프로젝트 팀 개발, 자원 통제, 프로젝트 팀 관리를 의미하는 프로젝트 관리 유형",소프트웨어 개발 방법론 결정,
위험 관리,"위험 식별, 위험 평가, 위험 대처, 위험 통제를 의미하는 프로젝트 관리 유형",소프트웨어 개발 방법론 결정,
품질 관리,"품질 계획, 품질 보증 수행, 품질 통제 수행을 의미하는 프로젝트 관리 유형",소프트웨어 개발 방법론 결정,
소프트웨어 개발 프로세스,"소프트웨어 제품 생산을 위해 수행하는 작업으로, 소프트웨어 명세, 개발, 검토, 진화로 구분됨",소프트웨어 개발 방법론 결정,
소프트웨어 개발 생명 주기,"소프트웨어를 개발하기 위해 정의하고, 운용, 유지보수 등의 과정을 각 단계별로 나눈 것이다.",소프트웨어 개발 방법론 결정,
소프트웨어 프로세스 모형,"소프트웨어 생명 주기를 표현하는 형태를 의미하며, 폭포수 모형, 나선형 모형, 프로토타이핑 모형 등이 있다.",소프트웨어 개발 방법론 결정,
소프트웨어 개발 표준,"소프트웨어 개발 단계에서 수행하는 품질 관리에 사용되는 국제 표준을 의미한다, 대표적으로 ISO/IEC 12207, CMMI, SPICE 가 있다. 기본 생명 주기, 지원 생명 주기, 조직 생명 주기로 프로세스를 구분한다.",소프트웨어 개발 표준,
ISO/IEC 12207,"국제표준화기구에서 만든 표준 소프트웨어 생명 주기 프로세스로, 소프트웨어의 개발, 운영, 유지보수 등을 체계적으로 관리하기 위한 생명 주기 표준을 제공한다.",소프트웨어 개발 표준,
CMMI,"소프트웨어 개발 조직의 업무 능력 및 조직의 성숙도를 평가하는 모델로, 미국 카네기멜론 대학교의 소프트웨어 공학연구소에서 개발하였다. 초기, 관리, 정의, 정량적 관리, 최적화의 5단계로 구분한다.",소프트웨어 개발 표준,Capability Maturity Model Integration
초기,"정의된 프로세스 없는 성숙도, 작업자 능력에 따라 성공 여부 결정됨",소프트웨어 개발 표준,Initial
관리,"규칙화된 프로세스 성숙도, 특정한 프로젝트 내의 프로세스 정의 및 수행",소프트웨어 개발 표준,Managed
정의,"표준화된 프로세스 성숙도, 조직의 표준 프로세스를 활용하여 업무 수행",소프트웨어 개발 표준,Defined
정량적 관리,"예측 가능한 프로세스 성숙도, 프로젝트를 정량적으로 관리 및 통제",소프트웨어 개발 표준,Quantitatively Managed
최적화,"지속적 개선 프로세스 성숙도, 프로세스 역량 향상을 위해 지속적인 프로세스 개선",소프트웨어 개발 표준,Optimizing
